userID	artistID	weight
700	191	492
1542	1464	294
1745	1541	143
29	333	337
910	352	820
1792	863	643
61	1758	471
329	535	602
367	6192	1068
604	257	1165
2091	16695	28
960	11407	8
1357	5627	193
1863	352	68
57	1676	241
1240	8043	148
571	3198	534
1789	433	807
151	714	102
2008	1515	926
1490	3416	662
398	72	91
173	436	187
1635	2580	121
1222	3460	719
257	1320	136
773	9929	1321
1962	17909	224
28	91	11
905	89	859
914	1914	1134
668	4850	775
58	1453	273
359	1897	331
231	317	196
705	1201	707
585	18458	310
502	291	2172
171	207	398
60	1750	42
1613	12788	1090
464	7177	768
338	5834	318
283	5177	135
2077	5079	531
668	65	551
1068	12097	77
391	6450	218
242	465	255
777	55	242
316	5601	416
84	2349	102
345	1609	26
38	489	9
1236	978	7651
7	333	498
1189	2801	100
1605	644	167
409	541	118
515	3258	120
390	6430	424
2003	1700	107
813	4316	94
1817	12370	164
905	3378	111
1233	1729	4632
2019	16709	806
1669	13633	74
681	9246	194
1028	498	332
722	544	171
627	924	1294
288	5245	285
1690	689	605
1233	13352	1400
1981	18003	275
1589	839	135
1587	15456	672
159	792	3105
1363	936	524
614	507	1383
1806	429	209
2041	159	183
668	2080	1142
1671	707	1018
261	4937	538
840	10536	1625
1579	4260	546
1131	161	53
757	184	22
1647	5746	151
402	2565	789
2100	10008	228
2036	17048	314
1060	3707	2822
1051	920	3434
743	4437	1141
1009	1375	38
1999	1116	700
1367	1123	255
1423	295	239
266	360	80
657	399	346
1173	2480	273
1275	3201	1403
1815	288	318
1595	1079	164
279	779	687
1429	89	1783
1084	425	375
383	498	2687
1028	9576	114
1691	1738	273
1457	314	405
798	1214	105
804	465	347
449	3417	228
1318	300	2858
546	1369	6568
2096	237	481
1098	6762	25
1521	528	1078
795	288	1958
1026	2744	316
1541	7885	27
1396	947	93
233	298	27
990	10111	585
460	444	194
454	2470	275
233	55	65
812	815	654
674	306	158
999	511	307
652	1203	100
1600	230	252
1829	682	414
760	6120	104
289	898	345
1973	166	2199
851	311	1404
1161	10582	838
845	533	6
359	72	929
1490	2009	659
877	841	282
1830	1048	2530
1540	4260	355
176	3771	223
277	220	3460
515	1721	145
930	498	56134
1001	511	177
1588	706	443
404	707	47
794	533	128
580	1406	553
163	3584	704
1574	475	237
1783	170	446
1879	190	1672
1937	6534	1185
756	562	43
1034	6618	767
1376	2121	12
826	707	42
54	1604	37
1759	1853	496
2040	217	78
691	466	484
251	3745	622
1891	2713	28
1622	10333	119
1790	289	169
1126	12531	61
2036	8383	140
135	1714	540
1772	534	1631
1648	437	343
948	9260	107
764	533	429
968	1090	191
2084	18613	266
895	1981	1504
1696	163	1958
730	498	1072
1389	424	168
1390	2786	320
38	1244	19
202	3244	138
1036	203	849
393	733	514
109	868	1461
1191	2792	74
934	1369	118
965	2801	140
260	4924	85
191	3991	15
330	344	116
1356	7391	136
1853	11004	276
694	2014	234
428	5258	1049
2054	466	1470
20	762	141
124	182	215
1135	299	60
2000	18134	1530
912	917	1384
586	8331	46
753	3748	204
354	312	10
453	3892	97
1536	1639	57
1608	432	81
386	6352	354
1566	3200	412
1840	16953	587
995	686	207
868	1009	4013
1703	2380	79
1662	278	780
584	718	6290
1546	203	446
413	190	203
81	2245	157
348	525	42
55	1621	458
386	959	332
759	190	299
1495	11052	12
1957	2840	266
1937	3313	793
1982	722	220
328	2582	294
436	6851	2693
510	1167	1
717	903	1746
940	10080	567
1376	518	16
475	2612	166
544	7890	244
1188	295	1199
200	1415	170
661	9078	100
1585	2018	1621
1888	706	116
10	451	169
2091	56	50
1639	163	5681
37	1228	241
1519	1923	376
358	6042	261
729	4872	19
721	205	602
1643	906	655
1309	614	1033
1458	8365	28
2040	962	159
1832	1424	2262
1258	159	69
37	1214	283
140	503	686
1088	499	725
1775	3919	163
1694	16089	409
171	445	68
860	2817	498
306	877	189
2051	233	1
1856	459	287
454	18735	895
173	447	179
1094	1151	2478
174	3752	125
878	1037	47
767	349	154
302	701	1092
1086	12212	953
2	71	2654
1174	2781	1210
228	748	8
568	366	111
1779	11475	95
721	3057	397
1108	12365	68
1865	6542	1067
655	8978	5
646	2939	123
2072	89	2040
391	6442	281
652	8912	99
1093	2359	147
779	957	73
723	544	2313
691	298	485
1152	12721	119
242	1441	162
2025	13176	580
1458	903	54
2069	97	116
355	2956	160
1316	951	119
284	5214	5
606	964	861
180	159	32
115	2875	2
1950	1424	1272
187	91	391
1321	13842	605
1397	3473	1
1620	1481	233
148	3353	210
1450	14623	380
181	1104	996
1776	2978	69
121	458	3170
1532	298	230
1541	998	88
1424	4170	291
800	920	1058
1336	1061	216
975	412	795
1305	466	1482
1455	6201	584
2052	163	13002
3	115	163
1592	497	253
1699	308	76
2022	486	3763
1106	531	786
711	2901	27
1193	13028	629
1643	3217	363
1749	959	1722
1403	982	1427
133	3174	105
1990	2716	22
6	275	14
141	928	106
1614	689	935
2087	295	4977
1730	295	485
1373	14184	538
1173	627	1025
2	79	1990
38	951	71
1604	4297	313
540	82	1802
32	227	520
521	226	148
790	10059	254
1422	493	250
153	3410	206
5	194	777
315	56	1225
405	478	486
1929	1890	1126
704	6620	10
1720	16260	1995
1367	5420	213
792	486	176
416	6658	100
2048	18412	11
1828	333	911
1261	533	221
1433	461	420
562	302	255
789	279	407
2060	12	122
837	4118	162
2100	4611	360
625	1954	111
235	4614	140
349	1390	407
899	691	320
156	3458	21
1600	7301	428
577	8241	25
226	3332	222
2062	1351	666
1405	3693	695
1952	1109	105
1652	329	276
695	6159	41
2014	1083	366
1864	14740	43
95	2547	66
300	1368	943
149	982	294
2099	16215	97
1917	5041	7
1655	15879	190
288	436	209
425	1458	67
319	5630	2341
1053	333	1627
145	3319	791
1757	5537	83
529	7803	314
267	437	265
451	524	1306
462	206	270
339	294	385
1230	1790	5
1672	858	640
1215	470	822
633	823	329
214	951	72
914	4171	523
1595	89	291
1655	11502	444
1515	915	571
868	190	121
1910	2277	1004
503	525	120
122	2991	33
1805	190	365
356	1181	1516
942	295	1
1401	5772	197
535	5441	304
722	793	136
781	296	208
1010	157	5
1573	227	751
367	6194	515
884	314	323
2080	18587	431
1288	8121	356
830	1430	87
1272	486	1093
1934	379	114
1030	11865	459
211	1072	182
341	5871	85
530	7816	32
1720	11042	780
463	5605	22
92	2516	5
2021	306	714
288	920	1111
806	3310	203
1485	618	3210
1352	2964	60
717	349	714
1785	1622	1413
1669	15814	86
46	1032	560
2004	289	5192
120	300	37
1001	951	241
1518	599	1154
1917	679	11
1650	1412	1169
1936	1775	226
1172	726	321
1847	17045	5
1235	1718	480
1454	180	380
694	2938	725
1146	3568	8141
1408	14365	2
235	15	601
1191	732	87
659	5574	6522
977	230	95
834	10488	200
38	614	12
146	292	221
494	3171	219
455	3109	2458
659	207	652
691	64	915
1606	306	518
1702	868	102
858	306	791
22	822	1032
946	1180	156
1595	228	157
598	1781	1660
240	1042	104
1491	14897	234
427	547	566
2060	707	166
1978	951	1914
89	377	384
176	429	638
874	126	354
550	954	421
1797	227	624
949	687	383
2093	2834	177
1443	952	28
1556	238	440
124	1044	89
340	5845	435
1443	2838	34
570	2222	205
650	540	581
1683	163	327
583	2747	356
1021	982	370
392	464	57
1748	16430	143
1123	2267	480
757	1613	1192
307	5516	70
694	9326	166
851	292	2006
334	5782	1686
791	88	15
1968	16950	109
1006	1239	289
997	10615	364
1808	293	413
1508	157	549
301	498	345
405	331	576
260	67	278
465	2405	158
1844	2277	159
900	5574	188
1994	227	356
241	3405	1449
712	204	1
1790	5789	184
735	710	72
66	1006	455
289	328	224
1795	389	216
1078	9819	53
1237	173	520
77	2126	206
228	4545	8
733	3461	133
1709	633	163
844	3187	213
259	779	134
1330	7073	714
1336	865	130
1508	3116	726
456	65	83
449	4271	208
363	920	620
157	176	109
771	9911	8
1108	5415	59
148	1118	214
1632	9165	244
2000	527	33305
1037	11919	4
1664	499	776
274	4558	124
1646	1772	842
1444	3078	857
1659	466	1002
273	499	352
1427	1001	1060
1657	15880	352
584	8314	690
2065	374	506
665	154	302
210	4305	124
1255	504	261
1704	3311	13
285	1873	144
2064	4435	23
1253	461	241
348	701	31
557	3556	288
416	6651	178
526	830	67
383	3187	187
658	1155	374
1088	4823	646
1905	612	105
1508	56	881
692	2523	447
1980	366	133
28	997	13
1207	412	70
585	4570	608
1060	1131	1250
1431	1760	2304
1881	71	230
300	187	371
1693	4486	2
2059	458	571
206	302	225
1183	4218	547
2099	18708	240
684	466	2759
2014	18224	175
2071	310	861
965	525	545
844	3367	197
1134	2051	3
172	2614	180
1921	371	2869
366	616	1333
386	6347	700
414	256	185
1740	603	964
1416	8840	351
840	4359	497
271	299	590
1197	288	206
1394	217	974
855	276	3661
371	6234	776
1155	12757	134
2071	71	279
1235	7507	272
1256	2276	123
1521	300	2895
744	701	121
1304	333	1976
450	7058	181
194	4052	586
1775	1249	48
2080	1376	580
438	5238	5
1895	289	1591
1060	227	564
286	327	453
2037	97	732
1010	877	5
1312	1974	43
1588	1694	32
1628	704	374
1111	683	8758
1696	1468	19
136	325	258
709	959	44
1776	375	145
1521	470	1389
1882	17353	138
43	207	214
250	4781	635
1185	548	646
601	238	826
1116	2242	14
1453	2515	127
113	957	5530
1730	84	412
1044	11963	333
131	3167	78
2054	302	138
1155	440	218
1196	5780	253
2060	2374	352
42	962	131
986	324	57
722	386	243
1646	1511	605
1382	1946	6710
1207	13128	361
326	67	106
1588	679	183
1968	2975	106
686	1075	1263
354	318	5
991	712	728
1996	572	208
2	80	1972
295	2342	249
702	4560	618
697	9356	595
427	501	493
78	2165	107
1524	15182	333
267	378	254
1997	602	197
365	6048	19
22	849	523
1469	1042	28
739	9705	208
729	1299	16
801	10132	33
1282	5925	266
460	1859	129
1113	7340	82
1899	81	1738
662	966	494
1245	1246	848
1509	234	535
1725	300	114
585	7	277
1369	325	369
457	7106	127
1172	12928	353
1924	8331	1610
1027	322	551
149	1052	710
119	943	235
365	6151	31
1680	2339	439
567	859	4257
1133	7	232
81	2262	110
52	1561	106
313	3244	125
139	487	116
1833	16916	394
810	10261	36
1787	1513	146
1544	67	127
1515	15154	133
1333	217	2126
1653	679	455
471	331	119
1026	1104	240
2025	18282	1781
1650	10111	918
339	161	350
1380	210	219
1233	13356	376
999	355	80
34	1160	268
1444	1198	1032
87	465	61
1435	1052	108
250	3057	345
951	11307	976
1403	1186	243
1253	295	937
1281	2855	10
1444	14590	358
1795	1098	563
1444	1192	1108
823	10402	1374
467	7240	148
409	302	94
314	166	120
1539	1515	24
1025	6724	693
669	1670	109
946	7832	832
274	157	1261
1746	199	1049
278	377	60
807	10243	69
2061	2018	16
216	1400	63
1303	1106	280
1276	13611	276
306	187	143
1231	5521	843
141	1366	79
1207	13138	50
1952	4709	127
1312	850	42
1855	716	281
1592	3873	175
1163	51	19
929	184	79
861	430	163
1712	2380	731
1818	716	2
148	619	227
1170	3057	275
1405	222	319
1519	344	160
931	1281	91
1044	2471	434
930	646	485
911	89	2616
859	2020	97
1695	5030	61
1534	1104	273
363	6129	655
636	701	565
1030	4504	1878
1158	1186	162
516	816	2190
2070	1046	90
1064	730	16
215	4354	39
5	196	620
2062	3081	846
820	10361	10
64	285	320
267	1447	290
1058	2984	438
30	481	192
693	426	767
1625	15674	8
815	316	578
546	3280	2723
835	735	41
1584	15446	41
1217	13228	178
410	1201	93
460	207	254
1734	295	21648
258	793	7
1420	8707	537
1089	515	807
602	8463	246
1119	12428	8
316	5611	186
731	8042	71
1635	1164	325
116	1629	1378
125	377	115
903	190	1619
1153	706	837
853	1459	235
1484	14838	92
203	814	115
1035	11905	2
1615	1378	40
161	3240	1066
846	5113	655
2007	9716	8620
1187	12996	273
2029	18325	151
314	498	963
40	1311	296
339	1451	362
495	320	57
44	1427	107
526	1186	1
1655	1522	184
744	680	168
547	1976	76
1862	9718	102
1784	229	430
1799	317	261
1452	293	54
1187	2280	340
1549	3475	60
1911	8713	1046
1316	289	229
506	450	86
2094	18661	1332
179	466	257
1040	2373	292
1270	475	71
1003	157	399
126	333	193
1799	3330	188
1766	310	188
567	4079	634
1233	792	2250
1591	292	330
1060	2572	1323
1749	1239	2235
885	456	326
826	10432	31
1347	14019	7
744	2941	82
1726	6376	112
1587	7871	422
647	3884	677
1574	154	774
2055	5079	567
1883	2289	2462
577	8238	37
1584	687	51
1123	12497	239
1700	2711	243
2099	18712	182
943	220	142
299	716	223
466	504	142
968	1766	256
378	6292	88
1447	691	1145
186	704	1017
1406	14349	580
1360	11552	201
253	689	348
1663	2022	1371
1360	5549	130
281	956	17
306	1075	74
767	878	136
1565	439	442
1800	10703	7
491	152	372
1663	2523	1300
1613	3240	3565
1815	429	1311
1207	13126	559
1477	11205	33
387	6387	2745
1579	424	591
730	352	120
647	3411	854
1752	3868	471
1155	1398	137
180	1260	19
434	6205	45
1832	217	1438
360	6102	17
1386	2298	203
1384	851	435
274	1713	164
170	2148	837
1861	17187	195
296	5367	27
380	292	2518
535	3097	1718
1139	377	647
819	10330	116
1465	300	641
1173	2487	488
244	540	177
801	262	14
891	1295	444
1683	366	495
177	188	2208
1850	2523	486
1613	830	675
1969	8504	272
194	173	700
1358	841	327
2014	993	313
1455	230	789
1737	1100	238
1793	547	740
181	3838	88
340	903	882
291	5276	31
1975	17974	302
920	1866	244
1951	200	297
1046	302	207
1963	2626	213
1040	56	167
484	220	231
253	2022	510
782	10006	141
858	1401	130
1827	7080	1057
1627	1249	1719
1355	602	144
2017	18260	78
1200	1089	201
45	701	1171
531	306	255
577	8230	80
2052	3777	1461
874	10741	232
920	198	86
1042	11942	142
840	856	776
1747	3003	84
1671	7798	275
1546	65	569
1064	2346	32
691	2521	587
1621	2670	45
684	2020	874
213	1044	559
449	3509	106
1856	2094	405
954	11332	90
1757	680	42
1385	10809	285
1547	429	131
1291	3063	132
1090	12252	5
1683	16039	717
1539	2821	64
1565	1974	455
810	10265	31
468	7249	385
2013	1786	656
994	454	226
306	880	87
387	6389	2548
304	1824	136
216	3781	87
789	10043	1412
380	6308	1592
1413	295	165
1486	2531	80
1907	15086	188
704	9398	7
820	10368	9
999	1470	155
1009	190	52
1485	97	318
204	4219	138
1350	220	261
980	7018	60
1788	1043	229
657	9005	224
976	4747	78
953	3200	468
1200	728	333
747	507	626
1507	12751	28
951	11305	1744
1061	2894	294
1517	8067	1104
514	486	1290
686	1379	1275
838	1146	510
426	1709	463
1977	113	283
206	207	468
953	289	89
2084	9230	237
929	1444	58
516	524	2346
411	1979	64
428	51	61012
1911	3200	453
771	1556	6
336	5797	565
207	4263	128
638	257	2226
583	2618	599
1547	533	1020
21	789	400
1352	8916	72
364	6139	896
981	4223	119
508	7601	10
371	2787	386
1514	153	392
816	89	799
911	327	173
1861	17180	426
220	4445	116
2013	173	329
337	5822	42
1270	2661	62
513	1093	835
650	7324	167
78	2144	361
708	9443	4
1466	289	1310
1291	5458	165
1832	8710	920
1723	418	51
116	2905	921
535	310	138
817	854	382
818	489	397
271	288	2538
2033	980	326
1152	9633	165
1952	17856	120
265	1513	285
183	3888	293
1308	89	677
1881	180	1071
87	2395	27
348	302	35
1329	65	460
682	686	183
355	1854	370
967	10427	155
1411	1418	379
146	294	306
1789	84	817
1752	16251	649
1964	2611	94
1103	1301	44
1652	155	140
1929	12733	1206
1821	2498	86
1856	803	178
336	5793	1190
935	1314	91
247	179	104
501	1047	143
466	2022	193
220	856	81
2014	429	285
1655	189	193
1855	1048	655
1861	3792	353
1964	429	443
764	360	164
1441	437	944
586	8325	171
678	1760	56
1871	903	180
1283	498	5366
698	241	935
1924	418	1461
765	210	898
551	989	15
62	1713	214
2056	657	9
372	6247	354
227	2092	1935
207	903	252
604	67	15146
668	1545	783
1204	3145	199
909	190	1040
1564	646	104
1637	533	1735
1474	2676	213
1963	288	582
23	866	190
1136	10684	334
344	436	5
650	288	188
38	306	33
1661	1090	144
431	220	1554
1709	16170	914
2017	4728	109
594	918	204
1380	173	536
622	2493	713
793	288	1047
1591	293	177
1200	227	515
1390	689	139
343	2853	587
1963	97	189
357	441	10625
36	493	611
697	9362	359
1272	291	1863
1451	1596	118
987	299	356
1538	903	32
655	288	9
622	154	3504
743	6282	1602
1457	528	382
315	709	198
860	6830	760
1035	11897	3
1202	159	1299
1600	886	476
1585	3768	1657
1050	1098	634
280	526	153
734	707	6627
1450	1239	306
2077	1246	302
1796	16719	119
640	4458	374
2083	959	13
178	3788	322
1006	203	246
985	161	361
1759	510	967
1009	1091	52
1879	3655	435
1535	464	426
31	1086	49
1243	154	303
1173	6151	299
232	4573	497
409	301	10
1811	333	362
61	1762	267
51	1531	182
1130	225	95
100	511	163
1881	538	375
1898	297	1041
1197	5974	334
940	1416	327
681	4103	173
641	1047	15114
463	46	10
1494	227	15
746	514	232
1502	2572	90
1017	67	211
815	352	138
506	7514	216
1820	302	378
52	1553	138
842	5150	210
1024	4502	857
262	186	156
1658	5140	479
1180	546	70
1098	603	58
147	906	226
90	2466	92
1267	209	861
1781	16659	41
614	978	2316
802	3530	3
198	4102	706
68	285	96
1977	17990	193
50	959	359
942	528	1
204	4223	123
1625	15676	8
908	3183	37
847	10604	68
1058	458	644
849	190	658
503	324	47
117	1892	477
865	1536	31
1081	12172	24
1164	2086	1080
1242	1104	581
229	1673	2
1080	498	469
1274	4369	628
1702	735	283
1463	14680	113
1511	2392	86
1190	4038	457
1694	4024	508
1801	16755	33
631	2009	340
1601	1062	257
443	6945	2445
1238	13389	338
1964	59	152
1345	1412	49
579	843	182
1474	1745	473
2009	1390	200
1618	13702	139
1084	3767	445
71	1998	236
625	8673	223
1787	234	2238
1717	1098	527
1616	322	175
1573	989	194
1597	81	132
1037	1415	4
818	209	472
1398	2840	524
551	1181	25
1443	1768	33
1669	15968	78
1619	1099	795
646	4811	330
1507	15102	76
1761	10145	117
1728	2030	577
664	622	606
1633	302	126
1345	1121	81
669	325	152
559	8058	84
1350	1394	368
1198	89	2732
984	377	2374
386	176	1338
285	3780	58
640	5660	815
708	9439	6
539	166	40
1619	6	1570
277	198	1991
911	295	619
813	228	272
916	311	329
1565	982	224
203	4170	79
1935	1183	266
536	3063	38
1155	3673	196
1108	748	111
1643	910	615
940	11231	1025
2084	1513	373
688	511	1530
603	1145	31
619	1512	1161
1921	808	3784
63	1119	333
1695	428	102
335	458	708
1384	5437	324
873	67	4909
70	1376	169
1258	13531	46
1824	1412	423
1728	4316	150
36	1187	535
1678	1045	299
101	1672	3344
781	329	80
1041	1348	46
1838	9470	271
1111	2204	5509
347	2956	1267
1134	12572	3
1509	966	266
1941	16567	202
1158	1852	254
778	4566	6123
1786	257	606
1065	12087	10
1471	283	349
123	2824	1223
1180	6377	31
1679	3367	373
1559	4474	425
913	203	327
1766	288	558
3	150	65
1607	289	1037
1371	1568	388
154	537	15
263	91	446
1435	903	154
552	7978	4
434	56	5
1156	12766	594
214	466	135
602	162	257
760	209	228
464	7178	432
1671	10620	1017
1995	6439	573
432	6196	328
1823	6602	141
1255	525	295
1145	458	4452
1811	16808	302
651	889	178
1828	466	736
1177	7756	643
1655	952	427
1948	17838	78
560	7187	125
1646	1688	406
2057	4196	466
606	1372	1083
1778	221	640
1472	1854	155
1264	1244	351
1613	490	721
48	679	5
22	823	999
1215	1934	2047
285	917	419
355	292	144
423	538	619
340	286	243
224	61	183
821	10387	58
1900	5260	216
1216	1091	516
506	7519	91
460	1112	179
259	4909	111
981	210	147
1176	1195	383
281	5156	60
418	154	3141
1090	12235	20
100	715	130
1401	306	410
770	907	716
386	6362	193
441	1394	132
1271	212	758
1719	16229	333
1657	5312	242
677	9210	321
959	65	122
189	198	418
70	234	581
77	230	203
1519	687	79
1219	722	971
1184	310	95
1433	7395	573
1315	13819	1
1741	471	185
552	7950	15
1777	16607	1320
1854	17112	112
850	2459	1090
1219	511	309
63	928	122
299	2544	419
667	531	101
1511	540	213
1309	512	1165
1051	10537	406
939	1200	510
320	5653	488
76	2103	793
400	466	12620
1629	15705	248
347	475	84
1757	498	48
475	705	171
1925	2210	125
1324	6658	71
6	274	15
836	2220	181
1692	4118	176
97	805	285
1030	11851	1231
1373	8728	550
675	703	459
2024	238	10
1717	306	457
1422	1183	103
1987	3264	3025
1701	11985	80
1019	439	330
1119	2435	15
611	443	94
1920	227	362
1290	6214	1
1028	230	521
1518	620	434
734	4385	2011
1065	291	17
1852	788	178
1860	1412	232
301	706	288
757	475	26933
80	2214	3
1742	16409	203
1193	198	823
1865	17231	278
13	536	2
1806	16785	695
1461	4559	52
1669	726	143
1737	14687	684
1003	11726	437
1845	874	1095
1782	2830	37
1929	316	930
1305	575	159
1795	310	197
637	1426	125
1444	536	368
329	4810	467
1020	333	1134
691	4153	530
1539	868	16
776	842	66
516	1708	650
828	5365	82
1782	2521	97
1076	5191	147
1765	1375	90
874	3109	1048
1541	9869	57
1922	6680	27
1470	620	882
2099	6004	107
502	257	795
1404	709	714
1080	3741	43
1657	2688	177
1850	4704	203
1318	324	1319
1877	486	76
2009	228	192
1742	889	193
2035	10113	117
909	55	41
1788	686	290
843	5315	17
581	294	4731
1531	15204	387
334	716	820
1595	418	107
1955	170	81
1157	519	764
1941	17790	184
1635	1384	147
1840	8844	1587
1461	461	41
1267	498	1469
1736	4442	517
101	687	87
1908	155	657
179	293	261
1158	498	305
1123	12495	261
55	1614	643
2004	687	134
1887	1343	100
1089	30	816
479	294	205
598	308	296
1087	72	153
1719	16243	173
1785	154	16312
2095	18693	33
1078	1249	113
61	1760	343
900	5565	178
1080	701	232
1823	154	200
1596	5452	36
426	444	821
1867	5353	1
817	2815	294
806	10224	203
476	1090	1047
2068	701	484
1437	461	43
547	1639	79
1695	6217	45
334	1520	8272
1383	203	229
911	2020	1239
230	461	1676
978	917	350
728	3290	734
664	9123	514
33	1098	964
1017	344	197
1240	6048	329
821	441	92
884	481	131
571	787	345
935	878	93
757	302	708
1410	1609	44
1246	535	261
1524	2569	352
656	72	158
1003	2444	222
1062	10663	43
66	100	417
414	701	1279
567	190	3663
22	841	602
343	843	63
83	2324	597
1324	2749	257
1528	524	137
1899	689	3409
274	5084	222
1165	12835	190
1435	288	298
723	9548	53
1678	292	382
1030	8910	490
1022	5000	887
702	310	709
1497	8229	202
659	794	597
762	601	51
1381	2821	357
192	4011	29
916	456	1954
490	518	2460
590	797	20
1873	67	712
1685	220	768
200	945	214
1286	13671	328
701	161	141
496	16	88
87	294	76
960	2180	13
1923	1249	716
277	30	552
1423	292	322
1964	1090	3425
725	9557	106
1518	1633	399
1835	3057	44
739	9708	174
1594	709	1245
1132	288	3532
1349	504	147
481	1243	85
1290	316	2
151	3383	92
799	10108	135
405	2083	357
1027	292	720
731	734	47
207	682	163
1918	65	26
103	963	67
133	3175	90
1123	412	217
1674	196	64
2052	18438	868
1274	614	187
1333	212	183
1489	209	186
1905	1213	100
353	331	10
823	10404	853
777	3878	289
1035	8680	2
586	8327	130
83	163	1881
1847	17035	11
449	1369	307
1472	1339	92
1340	605	1318
33	1111	2350
1706	80	1203
231	306	154
1028	537	182
934	868	132
1414	2840	311
1836	7739	72
846	631	798
140	199	714
1078	924	47
79	1681	239
1037	975	4
137	64	409
1188	1106	1702
30	1053	136
860	917	522
1697	9598	408
634	8745	89
1046	689	63
1491	3411	232
1255	229	408
1639	15766	816
707	1005	14
1191	2352	69
1163	268	3
608	8574	12
862	89	595
24	900	518
131	3153	106
30	355	84
480	998	528
730	3067	226
1862	17203	93
360	6095	25
2071	535	308
1333	8493	258
718	1400	622
1464	5444	389
1618	15594	290
232	266	238
1291	1721	132
1701	4191	147
932	405	310
543	65	1249
508	1136	15
1166	12848	14
