id	name	url	pictureURL	genres
3130	Jackie Mittoo	http://www.last.fm/music/Jackie+Mittoo	http://userserve-ak.last.fm/serve/252/77111.jpg	
8375	Alex Ubago	http://www.last.fm/music/Alex+Ubago	http://userserve-ak.last.fm/serve/252/49141675.png	
10162	Pig	http://www.last.fm/music/Pig	http://userserve-ak.last.fm/serve/252/32773377.jpg	
9658	Despina Vandi	http://www.last.fm/music/Despina+Vandi	http://userserve-ak.last.fm/serve/252/879341.jpg	
2238	Above the Law	http://www.last.fm/music/Above+the+Law	http://userserve-ak.last.fm/serve/252/30591185.jpg	
821	Amon Amarth	http://www.last.fm/music/Amon+Amarth	http://userserve-ak.last.fm/serve/252/22183005.gif	
2715	Bonaparte	http://www.last.fm/music/Bonaparte	http://userserve-ak.last.fm/serve/252/41276701.jpg	
4188	Jawbreaker	http://www.last.fm/music/Jawbreaker	http://userserve-ak.last.fm/serve/252/286451.jpg	
17837	Dj Flex ( Nigga ) Ft. Belinda	http://www.last.fm/music/Dj+Flex+%28+Nigga+%29+Ft.+Belinda	http://userserve-ak.last.fm/serve/252/12059031.gif	
7234	Les Garçons Bouchers	http://www.last.fm/music/Les+Gar%C3%A7ons+Bouchers	http://userserve-ak.last.fm/serve/252/34742359.jpg	
15959	Belén Arjona	http://www.last.fm/music/Bel%C3%A9n+Arjona	http://userserve-ak.last.fm/serve/252/3908436.jpg	
17737	Chá de Abu	http://www.last.fm/music/Ch%C3%A1+de+Abu	http://userserve-ak.last.fm/serve/252/62186981.jpg	
12115	Wes Montgomery	http://www.last.fm/music/Wes+Montgomery	http://userserve-ak.last.fm/serve/252/54773255.png	
4939	Beneath the Sky	http://www.last.fm/music/Beneath+the+Sky	http://userserve-ak.last.fm/serve/252/2706420.jpg	
13725	João Brasil	http://www.last.fm/music/Jo%C3%A3o+Brasil	http://userserve-ak.last.fm/serve/252/3859048.jpg	
3782	Primordial	http://www.last.fm/music/Primordial	http://userserve-ak.last.fm/serve/252/2751207.jpg	
12126	Mike Stocksdale	http://www.last.fm/music/Mike+Stocksdale	http://userserve-ak.last.fm/serve/252/33472685.jpg	
10026	Richard Cheese	http://www.last.fm/music/Richard+Cheese	http://userserve-ak.last.fm/serve/252/469800.jpg	comedy, swing music
4043	2 Unlimited	http://www.last.fm/music/2+Unlimited	http://userserve-ak.last.fm/serve/252/391646.jpg	eurodance, hip house
252	Tamia	http://www.last.fm/music/Tamia	http://userserve-ak.last.fm/serve/252/26185453.png	r&b
6817	Vomitory	http://www.last.fm/music/Vomitory	http://userserve-ak.last.fm/serve/252/26494829.jpg	death metal, grindcore
12959	Amanda Seyfried	http://www.last.fm/music/Amanda+Seyfried	http://userserve-ak.last.fm/serve/252/8392761.png	musicals
12172	César Menotti & Fabiano	http://www.last.fm/music/C%25C3%25A9sar%2BMenotti%2B%2526%2BFabiano	http://userserve-ak.last.fm/serve/252/33974593.jpg	sertanejo, sertanejo tradicional, sertanejo universitário
8587	Blackbird Blackbird	http://www.last.fm/music/Blackbird+Blackbird	http://userserve-ak.last.fm/serve/252/60671767.jpg	retro soul
17299	Sian	http://www.last.fm/music/Sian	http://userserve-ak.last.fm/serve/252/32880937.jpg	
9507	Tobias Bernstrup	http://www.last.fm/music/Tobias+Bernstrup	http://userserve-ak.last.fm/serve/252/39643931.jpg	italo disco, hi-nrg, italo dance, synthpop, cold wave, ebm, darkwave, electroclash
11285	Mission of Burma	http://www.last.fm/music/Mission+of+Burma	http://userserve-ak.last.fm/serve/252/83819.jpg	post-punk, noise rock, proto-punk
18108	Trae	http://www.last.fm/music/Trae	http://userserve-ak.last.fm/serve/252/41363693.png	
4440	twin cities	http://www.last.fm/music/twin+cities	http://userserve-ak.last.fm/serve/252/52632793.jpg	midwest emo
17867	Grimes	http://www.last.fm/music/Grimes	http://userserve-ak.last.fm/serve/252/59611799.png	art pop
8369	Faith and the Muse	http://www.last.fm/music/Faith+and+the+Muse	http://userserve-ak.last.fm/serve/252/35548933.png	deathrock, darkwave, post-punk, neofolk, cold wave
5464	Joe Brooks	http://www.last.fm/music/Joe+Brooks	http://userserve-ak.last.fm/serve/252/57219939.png	
914	Medina	http://www.last.fm/music/Medina	http://userserve-ak.last.fm/serve/252/60964027.png	dansktop
16566	skins	http://www.last.fm/music/skins	http://userserve-ak.last.fm/serve/252/21354767.jpg	
2389	Sea of Treachery	http://www.last.fm/music/Sea+of+Treachery	http://userserve-ak.last.fm/serve/252/37534301.jpg	deathcore, metalcore, post-hardcore
2404	k-os	http://www.last.fm/music/k-os	http://userserve-ak.last.fm/serve/252/18949593.jpg	reggaeton mexa
380	Blackmore's Night	http://www.last.fm/music/Blackmore%27s+Night	http://userserve-ak.last.fm/serve/252/8525311.jpg	
10903	Elli Noise	http://www.last.fm/music/Elli+Noise	http://userserve-ak.last.fm/serve/252/45362115.jpg	mexican rock
4271	Burzum	http://www.last.fm/music/Burzum	http://userserve-ak.last.fm/serve/252/42729717.jpg	black metal, dark ambient, neofolk
2020	Leighton Meester	http://www.last.fm/music/Leighton+Meester	http://userserve-ak.last.fm/serve/252/47058155.png	
2265	Simon & Garfunkel	http://www.last.fm/music/Simon%2B%2526%2BGarfunkel	http://userserve-ak.last.fm/serve/252/339424.jpg	folk rock, folk
3509	Bathory	http://www.last.fm/music/Bathory	http://userserve-ak.last.fm/serve/252/408319.jpg	
10389	Trent Reznor and Atticus Ross	http://www.last.fm/music/Trent+Reznor+and+Atticus+Ross	http://userserve-ak.last.fm/serve/252/53268349.png	
4685	Потап и Настя Каменских	http://www.last.fm/music/%D0%9F%D0%BE%D1%82%D0%B0%D0%BF+%D0%B8+%D0%9D%D0%B0%D1%81%D1%82%D1%8F+%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D1%85	http://userserve-ak.last.fm/serve/252/57628455.png	
11630	Edgar Froese	http://www.last.fm/music/Edgar+Froese	http://userserve-ak.last.fm/serve/252/30420109.png	
9201	Dark Prince	http://www.last.fm/music/Dark+Prince	http://userserve-ak.last.fm/serve/252/213022.gif	
9092	平原綾香	http://www.last.fm/music/%E5%B9%B3%E5%8E%9F%E7%B6%BE%E9%A6%99	http://userserve-ak.last.fm/serve/252/45198615.png	
2081	Dev	http://www.last.fm/music/Dev	http://userserve-ak.last.fm/serve/252/50267933.png	
1073	Kraftwerk	http://www.last.fm/music/Kraftwerk	http://userserve-ak.last.fm/serve/252/6762015.jpg	
1099	The Prodigy	http://www.last.fm/music/The+Prodigy	http://userserve-ak.last.fm/serve/252/24606465.jpg	
2150	Fightstar	http://www.last.fm/music/Fightstar	http://userserve-ak.last.fm/serve/252/45145511.png	
11954	Lisa Germano	http://www.last.fm/music/Lisa+Germano	http://userserve-ak.last.fm/serve/252/198297.jpg	
6876	Heimataerde	http://www.last.fm/music/Heimataerde	http://userserve-ak.last.fm/serve/252/52281275.jpg	
17442	Dj Zabelin	http://www.last.fm/music/Dj+Zabelin	http://userserve-ak.last.fm/serve/252/12769941.jpg	
11491	Tiromancino	http://www.last.fm/music/Tiromancino	http://userserve-ak.last.fm/serve/252/504510.jpg	
9759	Потап и Настя	http://www.last.fm/music/%D0%9F%D0%BE%D1%82%D0%B0%D0%BF+%D0%B8+%D0%9D%D0%B0%D1%81%D1%82%D1%8F	http://userserve-ak.last.fm/serve/252/60807121.png	
18043	Daniel Masson	http://www.last.fm/music/Daniel+Masson	http://userserve-ak.last.fm/serve/252/48803187.jpg	
14124	Big Bad Voodoo Daddy	http://www.last.fm/music/Big+Bad+Voodoo+Daddy	http://userserve-ak.last.fm/serve/252/171481.jpg	
3328	HorrorPops	http://www.last.fm/music/HorrorPops	http://userserve-ak.last.fm/serve/252/7846403.jpg	
11249	Bruno & Marrone	http://www.last.fm/music/Bruno%2B%2526%2BMarrone	http://userserve-ak.last.fm/serve/252/38310827.png	
15482	Los Lobos	http://www.last.fm/music/Los+Lobos	http://userserve-ak.last.fm/serve/252/33087873.jpg	
3570	Danny	http://www.last.fm/music/Danny	http://userserve-ak.last.fm/serve/252/59445847.png	
3339	Best Fwends	http://www.last.fm/music/Best+Fwends	http://userserve-ak.last.fm/serve/252/4676035.jpg	
17413	Виноградный День	http://www.last.fm/music/%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BD%D1%8B%D0%B9+%D0%94%D0%B5%D0%BD%D1%8C	http://userserve-ak.last.fm/serve/252/18003613.jpg	
1621	Masta Ace	http://www.last.fm/music/Masta+Ace	http://userserve-ak.last.fm/serve/252/29901339.jpg	
7718	М. А. Булгаков	http://www.last.fm/music/%D0%9C.+%D0%90.+%D0%91%D1%83%D0%BB%D0%B3%D0%B0%D0%BA%D0%BE%D0%B2	http://userserve-ak.last.fm/serve/252/50886539.jpg	
1557	Carnifex	http://www.last.fm/music/Carnifex	http://userserve-ak.last.fm/serve/252/44729225.jpg	
12957	Lucas Souza	http://www.last.fm/music/Lucas+Souza	http://userserve-ak.last.fm/serve/252/3486161.jpg	brazilian evangelical music, gospel, christian rock
14365	Denisse Malebrán	http://www.last.fm/music/Denisse+Malebr%C3%A1n	http://userserve-ak.last.fm/serve/252/3337481.jpg	
2254	Brotha Lynch Hung	http://www.last.fm/music/Brotha+Lynch+Hung	http://userserve-ak.last.fm/serve/252/56949457.jpg	horrorcore, west coast hip hop, gangster rap, g-funk
7882	Edgar Broughton Band	http://www.last.fm/music/Edgar+Broughton+Band	http://userserve-ak.last.fm/serve/252/29912753.jpg	acid rock, proto-punk, psychedelic rock, krautrock, progressive rock
6438	Larespark	http://www.last.fm/music/Larespark	http://userserve-ak.last.fm/serve/252/44808103.jpg	
14680	Northern Lite	http://www.last.fm/music/Northern+Lite	http://userserve-ak.last.fm/serve/252/36371785.jpg	electronic rock, ebm, electroclash
4804	Menstruação Anarquika	http://www.last.fm/music/Menstrua%C3%A7%C3%A3o+Anarquika	http://userserve-ak.last.fm/serve/252/5203185.jpg	punk
14730	The Busters	http://www.last.fm/music/The+Busters	http://userserve-ak.last.fm/serve/252/4559715.jpg	ska, ska punk, rocksteady
481	Simple Plan	http://www.last.fm/music/Simple+Plan	http://userserve-ak.last.fm/serve/252/61544537.png	pop punk, punk, emo
1345	Armored Saint	http://www.last.fm/music/Armored+Saint	http://userserve-ak.last.fm/serve/252/48532261.jpg	heavy metal, speed metal, power metal, metal, glam metal
7644	Anna Ternheim	http://www.last.fm/music/Anna+Ternheim	http://userserve-ak.last.fm/serve/252/12565507.png	swedish ballads, singer-songwriter
17816	Os Catalépticos	http://www.last.fm/music/Os+Catal%C3%A9pticos	http://userserve-ak.last.fm/serve/252/604967.jpg	psychobilly, rockabilly
16576	Triad	http://www.last.fm/music/Triad	http://userserve-ak.last.fm/serve/252/47018581.jpg	indonesian pop, indorock
10568	True Colors	http://www.last.fm/music/True+Colors	http://userserve-ak.last.fm/serve/252/46942947.jpg	hardcore punk, hardcore
14123	Арчер	http://www.last.fm/music/%D0%90%D1%80%D1%87%D0%B5%D1%80	http://userserve-ak.last.fm/serve/252/28632553.jpg	
10141	Barbra Streisand & Barry Gibb	http://www.last.fm/music/Barbra%2BStreisand%2B%2526%2BBarry%2BGibb	http://userserve-ak.last.fm/serve/252/29417021.jpg	
5969	Drop Dead, Gorgeous	http://www.last.fm/music/Drop+Dead%2C+Gorgeous	http://userserve-ak.last.fm/serve/252/29384171.png	post-hardcore, screamo, metalcore, emocore, emo
11093	32Crash	http://www.last.fm/music/32Crash	http://userserve-ak.last.fm/serve/252/3289796.jpg	ebm, industrial, industrial metal, darkwave
5749	Restart	http://www.last.fm/music/Restart	http://userserve-ak.last.fm/serve/252/58435827.png	emocore, brazilian rock
3796	Tila Tequila	http://www.last.fm/music/Tila+Tequila	http://userserve-ak.last.fm/serve/252/42852075.png	
10418	Novos Baianos	http://www.last.fm/music/Novos+Baianos	http://userserve-ak.last.fm/serve/252/5287427.jpg	mpb, samba, bossa nova
6513	周華健	http://www.last.fm/music/%E5%91%A8%E8%8F%AF%E5%81%A5	http://userserve-ak.last.fm/serve/252/16009443.jpg	cantopop
10397	Cool Calm Pete	http://www.last.fm/music/Cool+Calm+Pete	http://userserve-ak.last.fm/serve/252/26343131.jpg	jazz rap, underground hip hop
335	Sandy	http://www.last.fm/music/Sandy	http://userserve-ak.last.fm/serve/252/61835829.png	
6614	There For Tomorrow	http://www.last.fm/music/There+For+Tomorrow	http://userserve-ak.last.fm/serve/252/45962183.png	
6804	Herrschaft	http://www.last.fm/music/Herrschaft	http://userserve-ak.last.fm/serve/252/4751717.jpg	
7486	Bradley Strider	http://www.last.fm/music/Bradley+Strider	http://userserve-ak.last.fm/serve/252/25405615.jpg	
14222	Husky Rescue	http://www.last.fm/music/Husky+Rescue	http://userserve-ak.last.fm/serve/252/41938191.jpg	
12696	Raízes	http://www.last.fm/music/Ra%C3%ADzes	http://userserve-ak.last.fm/serve/252/4181827.jpg	
8461	Sunny Day Real Estate	http://www.last.fm/music/Sunny+Day+Real+Estate	http://userserve-ak.last.fm/serve/252/33871375.jpg	
7866	Orange Caramel	http://www.last.fm/music/Orange+Caramel	http://userserve-ak.last.fm/serve/252/56537003.png	
14304	Bonded By Blood	http://www.last.fm/music/Bonded+By+Blood	http://userserve-ak.last.fm/serve/252/12214123.jpg	
5775	Xuxa	http://www.last.fm/music/Xuxa	http://userserve-ak.last.fm/serve/252/53155805.png	
2713	Ноггано	http://www.last.fm/music/%D0%9D%D0%BE%D0%B3%D0%B3%D0%B0%D0%BD%D0%BE	http://userserve-ak.last.fm/serve/252/44944183.png	
9160	Mark Ronson	http://www.last.fm/music/Mark+Ronson	http://userserve-ak.last.fm/serve/252/2126837.png	
17027	Fred Nukes	http://www.last.fm/music/Fred+Nukes	http://userserve-ak.last.fm/serve/252/3211373.jpg	
10539	Kurt Dyer	http://www.last.fm/music/Kurt+Dyer	http://userserve-ak.last.fm/serve/252/20511817.jpg	
17404	Quintorigo	http://www.last.fm/music/Quintorigo	http://userserve-ak.last.fm/serve/252/351448.jpg	
17770	Tamura Yukari, Nana Mizuki and Nanoha A's Seiyuu	http://www.last.fm/music/Tamura+Yukari%2C+Nana+Mizuki+and+Nanoha+A%27s+Seiyuu		
12273	Tsunami Bomb	http://www.last.fm/music/Tsunami+Bomb	http://userserve-ak.last.fm/serve/252/9592407.jpg	
15661	Du	http://www.last.fm/music/Du	http://userserve-ak.last.fm/serve/252/41134129.jpg	
16394	Нет Сна	http://www.last.fm/music/%D0%9D%D0%B5%D1%82+%D0%A1%D0%BD%D0%B0	http://userserve-ak.last.fm/serve/252/117494.jpg	
17030	Telmary	http://www.last.fm/music/Telmary	http://userserve-ak.last.fm/serve/252/108885.jpg	
6108	Goemon Production Team	http://www.last.fm/music/Goemon+Production+Team	http://userserve-ak.last.fm/serve/252/134490.gif	
12046	Ducktails	http://www.last.fm/music/Ducktails	http://userserve-ak.last.fm/serve/252/45410585.png	
10867	For My Pain...	http://www.last.fm/music/For+My+Pain...	http://userserve-ak.last.fm/serve/252/3439541.jpg	
2895	Peter Green	http://www.last.fm/music/Peter+Green	http://userserve-ak.last.fm/serve/252/528722.jpg	
1252	Cryo	http://www.last.fm/music/Cryo	http://userserve-ak.last.fm/serve/252/6082411.jpg	
13007	Walter Meego	http://www.last.fm/music/Walter+Meego	http://userserve-ak.last.fm/serve/252/7159937.jpg	
18243	Lovespirals	http://www.last.fm/music/Lovespirals	http://userserve-ak.last.fm/serve/252/37270559.jpg	
10843	Rolfe Kent	http://www.last.fm/music/Rolfe+Kent	http://userserve-ak.last.fm/serve/252/2761477.jpg	soundtrack
2578	Idiot Pilot	http://www.last.fm/music/Idiot+Pilot	http://userserve-ak.last.fm/serve/252/48242127.jpg	post-hardcore
981	Emilíana Torrini	http://www.last.fm/music/Emil%C3%ADana+Torrini	http://userserve-ak.last.fm/serve/252/38498859.png	trip hop
9130	The Art of Fact	http://www.last.fm/music/The+Art+of+Fact	http://userserve-ak.last.fm/serve/252/222331.jpg	underground hip hop
18208	Rocco DeLuca & The Burden	http://www.last.fm/music/Rocco%2BDeLuca%2B%2526%2BThe%2BBurden	http://userserve-ak.last.fm/serve/252/105465.jpg	
17092	AiDS-3D	http://www.last.fm/music/AiDS-3D	http://userserve-ak.last.fm/serve/252/49279889.jpg	
5517	Fatali	http://www.last.fm/music/Fatali	http://userserve-ak.last.fm/serve/252/204104.jpg	tekno, techno, psytrance
17646	Liza Minnelli	http://www.last.fm/music/Liza+Minnelli	http://userserve-ak.last.fm/serve/252/40250853.png	
10774	Protector	http://www.last.fm/music/Protector	http://userserve-ak.last.fm/serve/252/157556.jpg	thrash metal, speed metal, death metal, black metal
11250	Rodrigo e Rogério	http://www.last.fm/music/Rodrigo+e+Rog%C3%A9rio	http://userserve-ak.last.fm/serve/252/25761161.jpg	sertanejo tradicional
13612	His Hero Is Gone	http://www.last.fm/music/His+Hero+Is+Gone	http://userserve-ak.last.fm/serve/252/585468.jpg	grindcore, hardcore punk, sludge metal
11757	The Jonesz	http://www.last.fm/music/The+Jonesz	http://userserve-ak.last.fm/serve/252/11198537.jpg	
2090	UNLIMITS	http://www.last.fm/music/UNLIMITS	http://userserve-ak.last.fm/serve/252/34744235.jpg	j-rock, anime
4435	The Bravery	http://www.last.fm/music/The+Bravery	http://userserve-ak.last.fm/serve/252/54167841.png	
13669	Silvio Rodríguez	http://www.last.fm/music/Silvio+Rodr%C3%ADguez	http://userserve-ak.last.fm/serve/252/41591439.png	trova, nueva trova, singer-songwriter, latin folk
11610	L'Homme Puma	http://www.last.fm/music/L%27Homme+Puma	http://userserve-ak.last.fm/serve/252/2619075.jpg	
13381	Daleka Obala	http://www.last.fm/music/Daleka+Obala	http://userserve-ak.last.fm/serve/252/4359182.jpg	
5724	Goya	http://www.last.fm/music/Goya	http://userserve-ak.last.fm/serve/252/43646053.png	punjabi pop, bhangra, bollywood
6550	Bitch Brigade	http://www.last.fm/music/Bitch+Brigade	http://userserve-ak.last.fm/serve/252/7873377.jpg	
13101	Vinegar Socks	http://www.last.fm/music/Vinegar+Socks	http://userserve-ak.last.fm/serve/252/38688425.jpg	neoclassical
12228	Xymox	http://www.last.fm/music/Xymox	http://userserve-ak.last.fm/serve/252/36689061.png	darkwave, deathrock, post-punk, cold wave, ebm, industrial, new wave
9226	Horna	http://www.last.fm/music/Horna	http://userserve-ak.last.fm/serve/252/28064799.jpg	lullaby
2264	Land of Talk	http://www.last.fm/music/Land+of+Talk	http://userserve-ak.last.fm/serve/252/50030629.jpg	
10137	Victor Matell	http://www.last.fm/music/Victor+Matell	http://userserve-ak.last.fm/serve/252/12644203.gif	
13518	Caithlin De Marrais	http://www.last.fm/music/Caithlin+De+Marrais	http://userserve-ak.last.fm/serve/252/26524333.jpg	
1644	Brothers of Brazil	http://www.last.fm/music/Brothers+of+Brazil	http://userserve-ak.last.fm/serve/252/36890127.jpg	
11509	Ben Harper & Relentless7	http://www.last.fm/music/+noredirect/Ben%2BHarper%2B%2526%2BRelentless7	http://userserve-ak.last.fm/serve/252/25195967.jpg	
15405	Stuart Matthew Price	http://www.last.fm/music/Stuart+Matthew+Price	http://userserve-ak.last.fm/serve/252/56017123.png	
17126	Hadiqa Kiani	http://www.last.fm/music/Hadiqa+Kiani	http://userserve-ak.last.fm/serve/252/41175801.jpg	
14677	GuMMy†Be▲R!	http://www.last.fm/music/GuMMy%E2%80%A0Be%E2%96%B2R%21	http://userserve-ak.last.fm/serve/252/61641661.jpg	
1571	Винтаж	http://www.last.fm/music/%D0%92%D0%B8%D0%BD%D1%82%D0%B0%D0%B6	http://userserve-ak.last.fm/serve/252/35931447.jpg	
7384	Lisabö	http://www.last.fm/music/Lisab%C3%B6	http://userserve-ak.last.fm/serve/252/256333.jpg	
13539	Her Space Holiday	http://www.last.fm/music/Her+Space+Holiday	http://userserve-ak.last.fm/serve/252/142453.jpg	
7313	Selda	http://www.last.fm/music/Selda	http://userserve-ak.last.fm/serve/252/28702461.jpg	
12151	Roxus	http://www.last.fm/music/Roxus	http://userserve-ak.last.fm/serve/252/2252852.jpg	
15961	Liquido	http://www.last.fm/music/Liquido	http://userserve-ak.last.fm/serve/252/269312.jpg	
13563	Tristan Feldbauer	http://www.last.fm/music/Tristan+Feldbauer	http://userserve-ak.last.fm/serve/252/8348033.jpg	
987	Earth, Wind & Fire	http://www.last.fm/music/Earth%252C%2BWind%2B%2526%2BFire	http://userserve-ak.last.fm/serve/252/52210277.png	
8748	Serú Girán	http://www.last.fm/music/Ser%C3%BA+Gir%C3%A1n	http://userserve-ak.last.fm/serve/252/17341.jpg	
4912	E Nomine	http://www.last.fm/music/E+Nomine	http://userserve-ak.last.fm/serve/252/17656755.jpg	
3151	The Orientalist	http://www.last.fm/music/The+Orientalist	http://userserve-ak.last.fm/serve/252/541393.jpg	
18456	Diana Haddad	http://www.last.fm/music/Diana+Haddad	http://userserve-ak.last.fm/serve/252/153748.jpg	
1848	Sarah Vaughan	http://www.last.fm/music/Sarah+Vaughan	http://userserve-ak.last.fm/serve/252/61159825.png	
1464	ABBA	http://www.last.fm/music/ABBA	http://userserve-ak.last.fm/serve/252/10441471.jpg	
9891	vir	http://www.last.fm/music/vir	http://userserve-ak.last.fm/serve/252/23946617.jpg	
17799	S'Express	http://www.last.fm/music/S%27Express	http://userserve-ak.last.fm/serve/252/194576.jpg	
16732	JES	http://www.last.fm/music/JES	http://userserve-ak.last.fm/serve/252/15888591.png	
9255	Wang Chung	http://www.last.fm/music/Wang+Chung	http://userserve-ak.last.fm/serve/252/54011677.jpg	
9630	The Gutter Twins	http://www.last.fm/music/The+Gutter+Twins	http://userserve-ak.last.fm/serve/252/18782265.jpg	
17516	Gloria Gaynor	http://www.last.fm/music/Gloria+Gaynor	http://userserve-ak.last.fm/serve/252/39806119.png	
5745	Elis Regina	http://www.last.fm/music/Elis+Regina	http://userserve-ak.last.fm/serve/252/27801121.jpg	mpb, bossa nova, brazilian jazz, samba
2292	Bill Evans	http://www.last.fm/music/Bill+Evans	http://userserve-ak.last.fm/serve/252/19906793.jpg	jazz, cool jazz, bebop, hard bop
7300	Axwell & Dirty South feat. Rudy	http://www.last.fm/music/Axwell%2B%2526%2BDirty%2BSouth%2Bfeat.%2BRudy	http://userserve-ak.last.fm/serve/252/15582415.jpg	
15871	The Pastels	http://www.last.fm/music/The+Pastels	http://userserve-ak.last.fm/serve/252/602617.jpg	jangle pop
18071	The Bug	http://www.last.fm/music/The+Bug	http://userserve-ak.last.fm/serve/252/51964911.jpg	
16070	themaddnesstrack	http://www.last.fm/music/themaddnesstrack		
15497	I Sea Monsters	http://www.last.fm/music/I+Sea+Monsters	http://userserve-ak.last.fm/serve/252/40420885.jpg	
17468	K-Precise	http://www.last.fm/music/K-Precise	http://userserve-ak.last.fm/serve/252/58926395.jpg	
11847	Tomoki Hasegawa	http://www.last.fm/music/Tomoki+Hasegawa	http://userserve-ak.last.fm/serve/252/2501240.jpg	shibuya-kei
6979	Arditi	http://www.last.fm/music/Arditi	http://userserve-ak.last.fm/serve/252/264357.jpg	brazilian jazz
6508	S.H.E	http://www.last.fm/music/S.H.E	http://userserve-ak.last.fm/serve/252/49280027.png	glam rock
3975	DJ Ötzi	http://www.last.fm/music/DJ+%C3%96tzi	http://userserve-ak.last.fm/serve/252/5157760.jpg	schlager, schlagerparty
5507	Ace Ventura	http://www.last.fm/music/Ace+Ventura	http://userserve-ak.last.fm/serve/252/400238.jpg	psytrance, progressive trance, trance
15614	Scatman John	http://www.last.fm/music/Scatman+John	http://userserve-ak.last.fm/serve/252/15748731.jpg	eurodance
